Title;Synopsis;Début du projet;Fin du projet;Visuel;Nature;Budget;Catégorie;link.text;link.url;Owner;Year
Kansas City ;;;01/01/1996;;MOVIE;19000000;Crime|Drama|Music|Thriller;IMDB;http://www.imdb.com/title/tt0116745/?ref_=fn_tt_tt_1;public;1996
Indignation ;;;01/01/2016;;MOVIE;;Drama;IMDB;http://www.imdb.com/title/tt4193394/?ref_=fn_tt_tt_1;public;2016
The Amityville Horror ;;;01/01/2005;;MOVIE;19000000;Drama|Horror|Mystery|Thriller;IMDB;http://www.imdb.com/title/tt0384806/?ref_=fn_tt_tt_1;public;2005
Adaptation. ;;;01/01/2002;;MOVIE;19000000;Comedy|Drama;IMDB;http://www.imdb.com/title/tt0268126/?ref_=fn_tt_tt_1;public;2002
Land of the Dead ;;;01/01/2005;;MOVIE;15000000;Horror;IMDB;http://www.imdb.com/title/tt0418819/?ref_=fn_tt_tt_1;public;2005
Out of Inferno ;;;01/01/2013;;MOVIE;;Action;IMDB;http://www.imdb.com/title/tt2957680/?ref_=fn_tt_tt_1;public;2013
Fear and Loathing in Las Vegas ;;;01/01/1998;;MOVIE;18500000;Adventure|Comedy|Drama;IMDB;http://www.imdb.com/title/tt0120669/?ref_=fn_tt_tt_1;public;1998
The Invention of Lying ;;;01/01/2009;;MOVIE;18500000;Comedy|Fantasy|Romance;IMDB;http://www.imdb.com/title/tt1058017/?ref_=fn_tt_tt_1;public;2009
Neighbors ;;;01/01/2014;;MOVIE;18000000;Comedy;IMDB;http://www.imdb.com/title/tt2004420/?ref_=fn_tt_tt_1;public;2014
The Mask ;;;01/01/1994;;MOVIE;18000000;Action|Comedy|Crime|Fantasy;IMDB;http://www.imdb.com/title/tt0110475/?ref_=fn_tt_tt_1;public;1994
Big ;;;01/01/1988;;MOVIE;18000000;Comedy|Drama|Family|Fantasy|Romance;IMDB;http://www.imdb.com/title/tt0094737/?ref_=fn_tt_tt_1;public;1988
Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan ;;;01/01/2006;;MOVIE;18000000;Comedy;IMDB;http://www.imdb.com/title/tt0443453/?ref_=fn_tt_tt_1;public;2006
Legally Blonde ;;;01/01/2001;;MOVIE;18000000;Comedy|Romance;IMDB;http://www.imdb.com/title/tt0250494/?ref_=fn_tt_tt_1;public;2001
Star Trek III: The Search for Spock ;;;01/01/1984;;MOVIE;17000000;Action|Adventure|Sci-Fi;IMDB;http://www.imdb.com/title/tt0088170/?ref_=fn_tt_tt_1;public;1984
The Exorcism of Emily Rose ;;;01/01/2005;;MOVIE;20000000;Drama|Horror|Thriller;IMDB;http://www.imdb.com/title/tt0404032/?ref_=fn_tt_tt_1;public;2005
Deuce Bigalow: Male Gigolo ;;;01/01/1999;;MOVIE;17000000;Comedy|Romance;IMDB;http://www.imdb.com/title/tt0205000/?ref_=fn_tt_tt_1;public;1999
Left Behind ;;;01/01/2014;;MOVIE;16000000;Action|Drama|Fantasy|Mystery|Thriller;IMDB;http://www.imdb.com/title/tt2467046/?ref_=fn_tt_tt_1;public;2014
The Family Stone ;;;01/01/2005;;MOVIE;17000000;Comedy|Drama|Romance;IMDB;http://www.imdb.com/title/tt0356680/?ref_=fn_tt_tt_1;public;2005
Barbershop 2: Back in Business ;;;01/01/2004;;MOVIE;18000000;Comedy|Drama;IMDB;http://www.imdb.com/title/tt0337579/?ref_=fn_tt_tt_1;public;2004
Bad Santa ;;;01/01/2003;;MOVIE;18000000;Comedy|Crime|Drama;IMDB;http://www.imdb.com/title/tt0307987/?ref_=fn_tt_tt_1;public;2003
Austin Powers: International Man of Mystery ;;;01/01/1997;;MOVIE;17000000;Comedy|Crime;IMDB;http://www.imdb.com/title/tt0118655/?ref_=fn_tt_tt_1;public;1997
My Big Fat Greek Wedding 2 ;;;01/01/2016;;MOVIE;18000000;Comedy|Family|Romance;IMDB;http://www.imdb.com/title/tt3760922/?ref_=fn_tt_tt_1;public;2016
Diary of a Wimpy Kid: Rodrick Rules ;;;01/01/2011;;MOVIE;21000000;Comedy|Family;IMDB;http://www.imdb.com/title/tt1650043/?ref_=fn_tt_tt_1;public;2011
Predator ;;;01/01/1987;;MOVIE;15000000;Action|Horror|Sci-Fi;IMDB;http://www.imdb.com/title/tt0093773/?ref_=fn_tt_tt_1;public;1987
Amadeus ;;;01/01/1984;;MOVIE;18000000;Biography|Drama|History|Music;IMDB;http://www.imdb.com/title/tt0086879/?ref_=fn_tt_tt_1;public;1984
Prom Night ;;;01/01/2008;;MOVIE;20000000;Horror|Mystery;IMDB;http://www.imdb.com/title/tt0926129/?ref_=fn_tt_tt_1;public;2008
Mean Girls ;;;01/01/2004;;MOVIE;17000000;Comedy;IMDB;http://www.imdb.com/title/tt0377092/?ref_=fn_tt_tt_1;public;2004
Under the Tuscan Sun ;;;01/01/2003;;MOVIE;18000000;Comedy|Drama|Romance;IMDB;http://www.imdb.com/title/tt0328589/?ref_=fn_tt_tt_1;public;2003
Gosford Park ;;;01/01/2001;;MOVIE;19800000;Drama|Mystery;IMDB;http://www.imdb.com/title/tt0280707/?ref_=fn_tt_tt_1;public;2001
The O.C.             ;;;01/01/;;MOVIE;;Comedy|Drama|Romance;IMDB;http://www.imdb.com/title/tt0362359/?ref_=fn_tt_tt_1;public;0
Peggy Sue Got Married ;;;01/01/1986;;MOVIE;18000000;Comedy|Drama|Fantasy|Romance;IMDB;http://www.imdb.com/title/tt0091738/?ref_=fn_tt_tt_1;public;1986
Birdman or (The Unexpected Virtue of Ignorance) ;;;01/01/2014;;MOVIE;18000000;Comedy|Drama|Romance;IMDB;http://www.imdb.com/title/tt2562232/?ref_=fn_tt_tt_1;public;2014
Blue Jasmine ;;;01/01/2013;;MOVIE;18000000;Drama;IMDB;http://www.imdb.com/title/tt2334873/?ref_=fn_tt_tt_1;public;2013
United 93 ;;;01/01/2006;;MOVIE;15000000;Drama|History|Thriller;IMDB;http://www.imdb.com/title/tt0475276/?ref_=fn_tt_tt_1;public;2006
Honey ;;;01/01/2003;;MOVIE;25000000;Drama|Music|Romance;IMDB;http://www.imdb.com/title/tt0322589/?ref_=fn_tt_tt_1;public;2003
Glory ;;;01/01/1989;;MOVIE;18000000;Drama|History|War;IMDB;http://www.imdb.com/title/tt0097441/?ref_=fn_tt_tt_1;public;1989
Spy Hard ;;;01/01/1996;;MOVIE;18000000;Action|Comedy;IMDB;http://www.imdb.com/title/tt0117723/?ref_=fn_tt_tt_1;public;1996
The Fog ;;;01/01/1980;;MOVIE;1000000;Fantasy|Horror;IMDB;http://www.imdb.com/title/tt0080749/?ref_=fn_tt_tt_1;public;1980
Soul Surfer ;;;01/01/2011;;MOVIE;18000000;Biography|Drama|Family|Sport;IMDB;http://www.imdb.com/title/tt1596346/?ref_=fn_tt_tt_1;public;2011
Catch-22 ;;;01/01/1970;;MOVIE;18000000;Comedy|Drama|War;IMDB;http://www.imdb.com/title/tt0065528/?ref_=fn_tt_tt_1;public;1970
Observe and Report ;;;01/01/2009;;MOVIE;18000000;Comedy|Crime|Drama;IMDB;http://www.imdb.com/title/tt1197628/?ref_=fn_tt_tt_1;public;2009
Conan the Destroyer ;;;01/01/1984;;MOVIE;18000000;Action|Adventure|Fantasy;IMDB;http://www.imdb.com/title/tt0087078/?ref_=fn_tt_tt_1;public;1984
Raging Bull ;;;01/01/1980;;MOVIE;18000000;Biography|Drama|Sport;IMDB;http://www.imdb.com/title/tt0081398/?ref_=fn_tt_tt_1;public;1980
Love Happens ;;;01/01/2009;;MOVIE;18000000;Drama|Romance;IMDB;http://www.imdb.com/title/tt0899106/?ref_=fn_tt_tt_1;public;2009
Young Sherlock Holmes ;;;01/01/1985;;MOVIE;18000000;Adventure|Fantasy|Mystery|Thriller;IMDB;http://www.imdb.com/title/tt0090357/?ref_=fn_tt_tt_1;public;1985
Fame ;;;01/01/2009;;MOVIE;18000000;Comedy|Drama|Musical|Romance;IMDB;http://www.imdb.com/title/tt1016075/?ref_=fn_tt_tt_1;public;2009
127 Hours ;;;01/01/2010;;MOVIE;18000000;Adventure|Biography|Drama|Thriller;IMDB;http://www.imdb.com/title/tt1542344/?ref_=fn_tt_tt_1;public;2010
Small Time Crooks ;;;01/01/2000;;MOVIE;18000000;Comedy|Crime;IMDB;http://www.imdb.com/title/tt0196216/?ref_=fn_tt_tt_1;public;2000
Center Stage ;;;01/01/2000;;MOVIE;18000000;Drama|Music|Romance;IMDB;http://www.imdb.com/title/tt0210616/?ref_=fn_tt_tt_1;public;2000
Love the Coopers ;;;01/01/2015;;MOVIE;17000000;Comedy;IMDB;http://www.imdb.com/title/tt2279339/?ref_=fn_tt_tt_1;public;2015
Catch That Kid ;;;01/01/2004;;MOVIE;18000000;Comedy|Crime;IMDB;http://www.imdb.com/title/tt0337917/?ref_=fn_tt_tt_1;public;2004
Life as a House ;;;01/01/2001;;MOVIE;18000000;Drama;IMDB;http://www.imdb.com/title/tt0264796/?ref_=fn_tt_tt_1;public;2001
Steve Jobs ;;;01/01/2015;;MOVIE;30000000;Biography|Drama;IMDB;http://www.imdb.com/title/tt2080374/?ref_=fn_tt_tt_1;public;2015
I Love You, Beth Cooper ;;;01/01/2009;;MOVIE;18000000;Comedy|Romance;IMDB;http://www.imdb.com/title/tt1032815/?ref_=fn_tt_tt_1;public;2009
Youth in Revolt ;;;01/01/2009;;MOVIE;18000000;Comedy|Drama|Romance;IMDB;http://www.imdb.com/title/tt0403702/?ref_=fn_tt_tt_1;public;2009
The Legend of the Lone Ranger ;;;01/01/1981;;MOVIE;18000000;Action|Adventure|Western;IMDB;http://www.imdb.com/title/tt0082648/?ref_=fn_tt_tt_1;public;1981
The Tailor of Panama ;;;01/01/2001;;MOVIE;18000000;Drama|Thriller;IMDB;http://www.imdb.com/title/tt0236784/?ref_=fn_tt_tt_1;public;2001
Blow Out ;;;01/01/1981;;MOVIE;18000000;Mystery|Thriller;IMDB;http://www.imdb.com/title/tt0082085/?ref_=fn_tt_tt_1;public;1981
Getaway ;;;01/01/2013;;MOVIE;18000000;Action|Crime|Thriller;IMDB;http://www.imdb.com/title/tt2167202/?ref_=fn_tt_tt_1;public;2013
The Ice Storm ;;;01/01/1997;;MOVIE;18000000;Drama;IMDB;http://www.imdb.com/title/tt0119349/?ref_=fn_tt_tt_1;public;1997
And So It Goes ;;;01/01/2014;;MOVIE;18000000;Comedy|Drama|Romance;IMDB;http://www.imdb.com/title/tt2465146/?ref_=fn_tt_tt_1;public;2014
Troop Beverly Hills ;;;01/01/1989;;MOVIE;18000000;Adventure|Comedy;IMDB;http://www.imdb.com/title/tt0098519/?ref_=fn_tt_tt_1;public;1989
Being Julia ;;;01/01/2004;;MOVIE;18000000;Comedy|Drama|Romance;IMDB;http://www.imdb.com/title/tt0340012/?ref_=fn_tt_tt_1;public;2004
9½ Weeks ;;;01/01/1986;;MOVIE;17000000;Drama|Romance;IMDB;http://www.imdb.com/title/tt0091635/?ref_=fn_tt_tt_1;public;1986
Dragonslayer ;;;01/01/1981;;MOVIE;18000000;Action|Adventure|Fantasy;IMDB;http://www.imdb.com/title/tt0082288/?ref_=fn_tt_tt_1;public;1981
The Last Station ;;;01/01/2009;;MOVIE;13000000;Biography|Drama|Romance;IMDB;http://www.imdb.com/title/tt0824758/?ref_=fn_tt_tt_1;public;2009
Ed Wood ;;;01/01/1994;;MOVIE;18000000;Biography|Comedy|Drama;IMDB;http://www.imdb.com/title/tt0109707/?ref_=fn_tt_tt_1;public;1994
Labor Day ;;;01/01/2013;;MOVIE;18000000;Drama;IMDB;http://www.imdb.com/title/tt1967545/?ref_=fn_tt_tt_1;public;2013
Mongol: The Rise of Genghis Khan ;;;01/01/2007;;MOVIE;20000000;Adventure|Biography|Drama|History|War;IMDB;http://www.imdb.com/title/tt0416044/?ref_=fn_tt_tt_1;public;2007
RocknRolla ;;;01/01/2008;;MOVIE;18000000;Action|Crime|Thriller;IMDB;http://www.imdb.com/title/tt1032755/?ref_=fn_tt_tt_1;public;2008
Megaforce ;;;01/01/1982;;MOVIE;20000000;Action|Sci-Fi;IMDB;http://www.imdb.com/title/tt0084316/?ref_=fn_tt_tt_1;public;1982
Hamlet ;;;01/01/1996;;MOVIE;18000000;Drama;IMDB;http://www.imdb.com/title/tt0116477/?ref_=fn_tt_tt_1;public;1996
Mao's Last Dancer ;;;01/01/2009;;MOVIE;;Biography|Drama|Music|Romance;IMDB;http://www.imdb.com/title/tt1071812/?ref_=fn_tt_tt_1;public;2009
Midnight Special ;;;01/01/2016;;MOVIE;18000000;Adventure|Drama|Sci-Fi|Thriller;IMDB;http://www.imdb.com/title/tt2649554/?ref_=fn_tt_tt_1;public;2016
Anything Else ;;;01/01/2003;;MOVIE;18000000;Comedy|Romance;IMDB;http://www.imdb.com/title/tt0313792/?ref_=fn_tt_tt_1;public;2003
The Railway Man ;;;01/01/2013;;MOVIE;18000000;Biography|Drama|Romance|War;IMDB;http://www.imdb.com/title/tt2058107/?ref_=fn_tt_tt_1;public;2013
Unforgettable             ;;;01/01/;;MOVIE;;Drama|Mystery;IMDB;http://www.imdb.com/title/tt1842530/?ref_=fn_tt_tt_1;public;0
The White Ribbon ;;;01/01/2009;;MOVIE;12000000;Drama|Mystery;IMDB;http://www.imdb.com/title/tt1149362/?ref_=fn_tt_tt_1;public;2009
Restoration ;;;01/01/2016;;MOVIE;;Horror;IMDB;http://www.imdb.com/title/tt4517738/?ref_=fn_tt_tt_1;public;2016
The Wraith ;;;01/01/1986;;MOVIE;2700000;Action|Horror|Romance|Sci-Fi|Thriller;IMDB;http://www.imdb.com/title/tt0092240/?ref_=fn_tt_tt_1;public;1986
The Salton Sea ;;;01/01/2002;;MOVIE;18000000;Crime|Drama|Mystery|Thriller;IMDB;http://www.imdb.com/title/tt0235737/?ref_=fn_tt_tt_1;public;2002
Metallica Through the Never ;;;01/01/2013;;MOVIE;;Music;IMDB;http://www.imdb.com/title/tt2172935/?ref_=fn_tt_tt_1;public;2013
The Informers ;;;01/01/2008;;MOVIE;18000000;Crime|Drama|Thriller;IMDB;http://www.imdb.com/title/tt0865554/?ref_=fn_tt_tt_1;public;2008
Carlos             ;;;01/01/;;MOVIE;;Biography|Crime|Drama|Thriller;IMDB;http://www.imdb.com/title/tt1321865/?ref_=fn_tt_tt_1;public;0
I Come with the Rain ;;;01/01/2009;;MOVIE;18000000;Thriller;IMDB;http://www.imdb.com/title/tt1024744/?ref_=fn_tt_tt_1;public;2009
One Man's Hero ;;;01/01/1999;;MOVIE;11350000;Action|Drama|History|Romance|War|Western;IMDB;http://www.imdb.com/title/tt0120775/?ref_=fn_tt_tt_1;public;1999
Day of the Dead ;;;01/01/1985;;MOVIE;3500000;Horror;IMDB;http://www.imdb.com/title/tt0088993/?ref_=fn_tt_tt_1;public;1985
I Am Wrath ;;;01/01/2016;;MOVIE;18000000;Action|Crime|Drama|Thriller;IMDB;http://www.imdb.com/title/tt3212232/?ref_=fn_tt_tt_1;public;2016
Renaissance ;;;01/01/2006;;MOVIE;14000000;Action|Animation|Sci-Fi|Thriller;IMDB;http://www.imdb.com/title/tt0386741/?ref_=fn_tt_tt_1;public;2006
Forsaken ;;;01/01/2015;;MOVIE;11000000;Drama|Western;IMDB;http://www.imdb.com/title/tt2271563/?ref_=fn_tt_tt_1;public;2015
Red Sonja ;;;01/01/1985;;MOVIE;17900000;Action|Adventure|Fantasy;IMDB;http://www.imdb.com/title/tt0089893/?ref_=fn_tt_tt_1;public;1985
Red Lights ;;;01/01/2012;;MOVIE;14000000;Drama|Horror|Mystery|Thriller;IMDB;http://www.imdb.com/title/tt1748179/?ref_=fn_tt_tt_1;public;2012
Superbad ;;;01/01/2007;;MOVIE;20000000;Comedy;IMDB;http://www.imdb.com/title/tt0829482/?ref_=fn_tt_tt_1;public;2007
Madea Goes to Jail ;;;01/01/2009;;MOVIE;;Comedy|Crime|Drama;IMDB;http://www.imdb.com/title/tt1142800/?ref_=fn_tt_tt_1;public;2009
Wolves ;;;01/01/2014;;MOVIE;18000000;Action|Horror;IMDB;http://www.imdb.com/title/tt1403241/?ref_=fn_tt_tt_1;public;2014
Step Up 2: The Streets ;;;01/01/2008;;MOVIE;23000000;Drama|Music|Musical|Romance;IMDB;http://www.imdb.com/title/tt1023481/?ref_=fn_tt_tt_1;public;2008
Hoodwinked! ;;;01/01/2005;;MOVIE;17500000;Action|Animation|Comedy|Crime|Family;IMDB;http://www.imdb.com/title/tt0443536/?ref_=fn_tt_tt_1;public;2005
Hotel Rwanda ;;;01/01/2004;;MOVIE;17500000;Drama|History|War;IMDB;http://www.imdb.com/title/tt0395169/?ref_=fn_tt_tt_1;public;2004
Hitman ;;;01/01/2007;;MOVIE;24000000;Action|Crime|Drama|Thriller;IMDB;http://www.imdb.com/title/tt0465494/?ref_=fn_tt_tt_1;public;2007
Black Nativity ;;;01/01/2013;;MOVIE;17500000;Drama|Family|Music|Musical;IMDB;http://www.imdb.com/title/tt1425922/?ref_=fn_tt_tt_1;public;2013
The Prince ;;;01/01/2014;;MOVIE;18000000;Action|Thriller;IMDB;http://www.imdb.com/title/tt1085492/?ref_=fn_tt_tt_1;public;2014
City of Ghosts ;;;01/01/2002;;MOVIE;17500000;Crime|Drama|Thriller;IMDB;http://www.imdb.com/title/tt0164003/?ref_=fn_tt_tt_1;public;2002
The Others ;;;01/01/2001;;MOVIE;17000000;Fantasy|Horror|Thriller;IMDB;http://www.imdb.com/title/tt0230600/?ref_=fn_tt_tt_1;public;2001
Aliens ;;;01/01/1986;;MOVIE;18500000;Action|Adventure|Sci-Fi;IMDB;http://www.imdb.com/title/tt0090605/?ref_=fn_tt_tt_1;public;1986
My Fair Lady ;;;01/01/1964;;MOVIE;17000000;Drama|Family|Musical|Romance;IMDB;http://www.imdb.com/title/tt0058385/?ref_=fn_tt_tt_1;public;1964
I Know What You Did Last Summer ;;;01/01/1997;;MOVIE;17000000;Horror|Mystery|Thriller;IMDB;http://www.imdb.com/title/tt0119345/?ref_=fn_tt_tt_1;public;1997
Let's Be Cops ;;;01/01/2014;;MOVIE;17000000;Comedy;IMDB;http://www.imdb.com/title/tt1924435/?ref_=fn_tt_tt_1;public;2014
Sideways ;;;01/01/2004;;MOVIE;12000000;Adventure|Comedy|Drama|Romance;IMDB;http://www.imdb.com/title/tt0375063/?ref_=fn_tt_tt_1;public;2004
Beerfest ;;;01/01/2006;;MOVIE;17500000;Comedy;IMDB;http://www.imdb.com/title/tt0486551/?ref_=fn_tt_tt_1;public;2006
Halloween ;;;01/01/1978;;MOVIE;300000;Horror|Thriller;IMDB;http://www.imdb.com/title/tt0077651/?ref_=fn_tt_tt_1;public;1978
Hero ;;;01/01/2002;;MOVIE;31000000;Action|Adventure|History;IMDB;http://www.imdb.com/title/tt0299977/?ref_=fn_tt_tt_1;public;2002
Good Boy! ;;;01/01/2003;;MOVIE;17000000;Comedy|Drama|Family|Fantasy|Sci-Fi;IMDB;http://www.imdb.com/title/tt0326900/?ref_=fn_tt_tt_1;public;2003
The Best Man Holiday ;;;01/01/2013;;MOVIE;17000000;Comedy|Drama;IMDB;http://www.imdb.com/title/tt2083355/?ref_=fn_tt_tt_1;public;2013
Smokin' Aces ;;;01/01/2006;;MOVIE;17000000;Action|Crime|Drama|Thriller;IMDB;http://www.imdb.com/title/tt0475394/?ref_=fn_tt_tt_1;public;2006
Saw 3D: The Final Chapter ;;;01/01/2010;;MOVIE;20000000;Horror|Mystery;IMDB;http://www.imdb.com/title/tt1477076/?ref_=fn_tt_tt_1;public;2010
40 Days and 40 Nights ;;;01/01/2002;;MOVIE;17000000;Comedy|Romance;IMDB;http://www.imdb.com/title/tt0243736/?ref_=fn_tt_tt_1;public;2002
TRON: Legacy ;;;01/01/2010;;MOVIE;170000000;Action|Adventure|Sci-Fi;IMDB;http://www.imdb.com/title/tt1104001/?ref_=fn_tt_tt_1;public;2010
A Night at the Roxbury ;;;01/01/1998;;MOVIE;17000000;Comedy|Music|Romance;IMDB;http://www.imdb.com/title/tt0120770/?ref_=fn_tt_tt_1;public;1998
Beastly ;;;01/01/2011;;MOVIE;17000000;Drama|Fantasy|Romance;IMDB;http://www.imdb.com/title/tt1152398/?ref_=fn_tt_tt_1;public;2011
The Hills Have Eyes ;;;01/01/2006;;MOVIE;15000000;Horror;IMDB;http://www.imdb.com/title/tt0454841/?ref_=fn_tt_tt_1;public;2006
Dickie Roberts: Former Child Star ;;;01/01/2003;;MOVIE;17000000;Comedy;IMDB;http://www.imdb.com/title/tt0325258/?ref_=fn_tt_tt_1;public;2003
McFarland, USA ;;;01/01/2015;;MOVIE;17000000;Biography|Drama|Sport;IMDB;http://www.imdb.com/title/tt2097298/?ref_=fn_tt_tt_1;public;2015
Lottery Ticket ;;;01/01/2010;;MOVIE;;Comedy;IMDB;http://www.imdb.com/title/tt0979434/?ref_=fn_tt_tt_1;public;2010
ATL ;;;01/01/2006;;MOVIE;;Comedy|Crime|Drama|Music|Romance;IMDB;http://www.imdb.com/title/tt0466856/?ref_=fn_tt_tt_1;public;2006
Pitch Perfect ;;;01/01/2012;;MOVIE;17000000;Comedy|Music|Romance;IMDB;http://www.imdb.com/title/tt1981677/?ref_=fn_tt_tt_1;public;2012
Summer Catch ;;;01/01/2001;;MOVIE;34000000;Comedy|Drama|Romance|Sport;IMDB;http://www.imdb.com/title/tt0234829/?ref_=fn_tt_tt_1;public;2001
A Simple Plan ;;;01/01/1998;;MOVIE;17000000;Crime|Drama|Thriller;IMDB;http://www.imdb.com/title/tt0120324/?ref_=fn_tt_tt_1;public;1998
They ;;;01/01/2002;;MOVIE;17000000;Horror|Mystery|Thriller;IMDB;http://www.imdb.com/title/tt0283632/?ref_=fn_tt_tt_1;public;2002
Larry the Cable Guy: Health Inspector ;;;01/01/2006;;MOVIE;4000000;Comedy|Romance;IMDB;http://www.imdb.com/title/tt0462395/?ref_=fn_tt_tt_1;public;2006
The Adventures of Elmo in Grouchland ;;;01/01/1999;;MOVIE;17000000;Adventure|Comedy|Family|Fantasy|Musical;IMDB;http://www.imdb.com/title/tt0159421/?ref_=fn_tt_tt_1;public;1999
Brooklyn's Finest ;;;01/01/2009;;MOVIE;17000000;Crime|Drama|Thriller;IMDB;http://www.imdb.com/title/tt1210042/?ref_=fn_tt_tt_1;public;2009
55 Days at Peking ;;;01/01/1963;;MOVIE;9000000;Action|Adventure|Drama|History|War;IMDB;http://www.imdb.com/title/tt0056800/?ref_=fn_tt_tt_1;public;1963
Evil Dead ;;;01/01/2013;;MOVIE;17000000;Horror;IMDB;http://www.imdb.com/title/tt1288558/?ref_=fn_tt_tt_1;public;2013
My Life in Ruins ;;;01/01/2009;;MOVIE;17000000;Comedy|Romance;IMDB;http://www.imdb.com/title/tt0865559/?ref_=fn_tt_tt_1;public;2009
American Dreamz ;;;01/01/2006;;MOVIE;19000000;Comedy|Music;IMDB;http://www.imdb.com/title/tt0465142/?ref_=fn_tt_tt_1;public;2006
Superman IV: The Quest for Peace ;;;01/01/1987;;MOVIE;17000000;Action|Adventure|Family|Sci-Fi;IMDB;http://www.imdb.com/title/tt0094074/?ref_=fn_tt_tt_1;public;1987
How She Move ;;;01/01/2007;;MOVIE;;Drama;IMDB;http://www.imdb.com/title/tt0770810/?ref_=fn_tt_tt_1;public;2007
Running Scared ;;;01/01/2006;;MOVIE;17000000;Action|Crime|Drama|Thriller;IMDB;http://www.imdb.com/title/tt0404390/?ref_=fn_tt_tt_1;public;2006
Bobby Jones: Stroke of Genius ;;;01/01/2004;;MOVIE;;Biography|Drama|Romance|Sport;IMDB;http://www.imdb.com/title/tt0375104/?ref_=fn_tt_tt_1;public;2004
Shanghai Surprise ;;;01/01/1986;;MOVIE;17000000;Adventure|Crime|Drama|Romance;IMDB;http://www.imdb.com/title/tt0091934/?ref_=fn_tt_tt_1;public;1986
The Illusionist ;;;01/01/2006;;MOVIE;16000000;Drama|Mystery|Romance|Thriller;IMDB;http://www.imdb.com/title/tt0443543/?ref_=fn_tt_tt_1;public;2006
Roar ;;;01/01/1981;;MOVIE;17000000;Adventure|Horror|Thriller;IMDB;http://www.imdb.com/title/tt0083001/?ref_=fn_tt_tt_1;public;1981
Veronica Guerin ;;;01/01/2003;;MOVIE;17000000;Biography|Crime|Drama|Thriller;IMDB;http://www.imdb.com/title/tt0312549/?ref_=fn_tt_tt_1;public;2003
Escobar: Paradise Lost ;;;01/01/2014;;MOVIE;17000000;Crime|Drama|Romance|Thriller;IMDB;http://www.imdb.com/title/tt2515030/?ref_=fn_tt_tt_1;public;2014
Southland Tales ;;;01/01/2006;;MOVIE;17000000;Comedy|Mystery|Sci-Fi|Thriller;IMDB;http://www.imdb.com/title/tt0405336/?ref_=fn_tt_tt_1;public;2006
Dragon Hunters ;;;01/01/2008;;MOVIE;11000000;Adventure|Animation|Family|Fantasy;IMDB;http://www.imdb.com/title/tt0944834/?ref_=fn_tt_tt_1;public;2008
Damnation Alley ;;;01/01/1977;;MOVIE;17000000;Sci-Fi;IMDB;http://www.imdb.com/title/tt0075909/?ref_=fn_tt_tt_1;public;1977
The Apparition ;;;01/01/2012;;MOVIE;17000000;Horror|Thriller;IMDB;http://www.imdb.com/title/tt1433822/?ref_=fn_tt_tt_1;public;2012
My Girl ;;;01/01/1991;;MOVIE;16500000;Comedy|Drama|Family|Romance;IMDB;http://www.imdb.com/title/tt0102492/?ref_=fn_tt_tt_1;public;1991
Fur: An Imaginary Portrait of Diane Arbus ;;;01/01/2006;;MOVIE;16800000;Biography|Drama|Romance;IMDB;http://www.imdb.com/title/tt0422295/?ref_=fn_tt_tt_1;public;2006
The Illusionist ;;;01/01/2006;;MOVIE;16000000;Drama|Mystery|Romance|Thriller;IMDB;http://www.imdb.com/title/tt0443543/?ref_=fn_tt_tt_1;public;2006
Wall Street ;;;01/01/1987;;MOVIE;15000000;Crime|Drama;IMDB;http://www.imdb.com/title/tt0094291/?ref_=fn_tt_tt_1;public;1987
Sense and Sensibility ;;;01/01/1995;;MOVIE;16500000;Drama|Romance;IMDB;http://www.imdb.com/title/tt0114388/?ref_=fn_tt_tt_1;public;1995
Becoming Jane ;;;01/01/2007;;MOVIE;16500000;Biography|Drama|Romance;IMDB;http://www.imdb.com/title/tt0416508/?ref_=fn_tt_tt_1;public;2007
Sydney White ;;;01/01/2007;;MOVIE;16500000;Comedy|Romance;IMDB;http://www.imdb.com/title/tt0815244/?ref_=fn_tt_tt_1;public;2007
House of Sand and Fog ;;;01/01/2003;;MOVIE;15000000;Drama;IMDB;http://www.imdb.com/title/tt0315983/?ref_=fn_tt_tt_1;public;2003
Dead Poets Society ;;;01/01/1989;;MOVIE;16400000;Comedy|Drama;IMDB;http://www.imdb.com/title/tt0097165/?ref_=fn_tt_tt_1;public;1989
Dumb & Dumber ;;;01/01/1994;;MOVIE;16000000;Comedy;IMDB;http://www.imdb.com/title/tt0109686/?ref_=fn_tt_tt_1;public;1994
When Harry Met Sally... ;;;01/01/1989;;MOVIE;16000000;Comedy|Drama|Romance;IMDB;http://www.imdb.com/title/tt0098635/?ref_=fn_tt_tt_1;public;1989
The Verdict ;;;01/01/1982;;MOVIE;16000000;Drama;IMDB;http://www.imdb.com/title/tt0084855/?ref_=fn_tt_tt_1;public;1982
Road Trip ;;;01/01/2000;;MOVIE;15600000;Comedy;IMDB;http://www.imdb.com/title/tt0215129/?ref_=fn_tt_tt_1;public;2000
Varsity Blues ;;;01/01/1999;;MOVIE;16000000;Comedy|Drama|Romance|Sport;IMDB;http://www.imdb.com/title/tt0139699/?ref_=fn_tt_tt_1;public;1999
The Artist ;;;01/01/2011;;MOVIE;15000000;Comedy|Drama|Romance;IMDB;http://www.imdb.com/title/tt1655442/?ref_=fn_tt_tt_1;public;2011
